Accident_ID,Speed,Traffic_Volume,Driver_Alcohol,Weather,Time_of_Day,Road_Type,Accident_Risk,Passenger_Count,Date,Road_Condition,Vehicle_Type,Driver_Experience_yrs,Severity
ACC00028,65.63547028,58.98437443,0.0,Fog,Morning,Highway,68.45773322,3.0,19-04-2023 05:10,Dry,Truck,20,Fatal
ACC01908,43.09848797,26.93015148,0.0,Clear,Morning,Highway,30.30908126,4.0,19-04-2023 08:43,Slippery,Bus,19,Minor
ACC01386,64.48938871,41.91276015,0.0,Clear,Morning,City,39.95134924,1.0,19-04-2023 13:40,Slippery,car,23,Minor
ACC01583,44.76267272,49.88090582,1.0,Clear,Night,Rural,68.27084741,0.0,19-04-2023 16:48,Wet,Car,24,Fatal
ACC02911,51.96997369,60.11470865,0.0,Clear,Afternoon,City,37.77385067,5.0,20-04-2023 02:56,Dry,Car,24,Minor
ACC00528,60.7212742,91.35812676,0.0,Clear,Night,City,62.05649683,2.0,20-04-2023 03:32,Wet,Truck,17,Serious
ACC00451,59.05981354,40.44708835,0.0,Clear,Morning,Highway,35.99251108,1.0,20-04-2023 20:53,Slippery,Auto,2,Minor
ACC01526,76.3312293,72.88586137,0.0,Clear,Morning,City,48.68577539,0.0,21-04-2023 03:00,Slippery,Bus,13,Serious
ACC01675,84.23063534,66.45565562,0.0,Clear,Morning,City,53.33040372,5.0,22-04-2023 06:00,Wet,CAR,33,Serious
ACC02430,54.98884154,14.52060768,0.0,Clear,Afternoon,Highway,20.40476038,,22-04-2023 23:48,Slippery,Truck,20,Minor
ACC02594,60.87034102,57.65307103,0.0,Clear,Night,Highway,62.51977375,5.0,23-04-2023 01:53,Wet,Bus,18,Serious
ACC01427,90.84310695,57.00740433,0.0,Rain,Morning,Rural,100.5996658,3.0,23-04-2023 04:03,Dry,car,7,Fatal
ACC00499,46.8657262,46.33699058,0.0,Rain,Morning,City,37.26719889,0.0,23-04-2023 05:48,Wet,SUV,27,Minor
ACC00295,65.35523229,25.85956704,0.0,Rain,Afternoon,Rural,51.20458518,5.0,23-04-2023 08:19,Dry,truck,39,Serious
ACC02448,56.483883,85.36338586,0.0,Clear,Morning,City,55.70302336,2.0,23-04-2023 22:59,Dry,SUV,3,Serious
ACC00841,59.25804436,37.71353712,0.0,Clear,Night,City,51.73488968,5.0,24-04-2023 04:08,Slippery,Two-Wheeler,32,Serious
ACC01338,55.4629547,60.06504129,1.0,Rain,Afternoon,City,74.66761331,0.0,24-04-2023 05:31,Slippery,Two-Wheeler,2,Fatal
ACC00949,59.31620975,44.40013396,0.0,Rain,Afternoon,Highway,19.00047157,1.0,24-04-2023 08:45,Slippery,Auto,19,Minor
ACC00408,57.86430772,52.52355807,0.0,Fog,Night,Rural,69.33869532,1.0,24-04-2023 09:44,Wet,Bus,14,Fatal
ACC01683,46.44447209,79.42069382,0.0,Clear,Afternoon,Rural,41.98485993,5.0,24-04-2023 23:16,Wet,Car,16,Minor
ACC01355,51.35234399,58.08425731,0.0,Clear,Night,Rural,56.8536904,5.0,25-04-2023 00:23,Slippery,car,28,Serious
ACC01664,50.88267019,40.57368558,0.0,Clear,Morning,City,37.47576837,3.0,25-04-2023 03:15,Wet,truck,25,Minor
ACC01715,51.97007721,51.62556844,0.0,Clear,Night,Rural,34.68137944,0.0,25-04-2023 04:31,Slippery,car,0,Minor
ACC02375,76.76098224,58.63263259,0.0,Clear,Morning,City,59.70801767,3.0,25-04-2023 11:26,Wet,Two-Wheeler,16,Serious
ACC02645,43.65550444,65.21012239,0.0,Clear,Night,City,53.36488742,2.0,25-04-2023 13:48,Dry,Truck,12,Serious
ACC02278,42.76808947,24.74460449,0.0,Clear,Night,City,37.5716886,1.0,25-04-2023 20:56,Dry,CAR,33,Minor
ACC00394,,,,,,,,4.0,26-04-2023 02:01,Slippery,Truck,28,
ACC02584,78.35353324,57.82255754,0.0,Clear,Morning,City,47.546852,4.0,26-04-2023 04:51,Wet,truck,33,Minor
ACC00867,64.28798086,56.39049342,1.0,Rain,Morning,City,65.02260032,0.0,26-04-2023 07:46,Wet,Two-Wheeler,31,Fatal
ACC00480,76.79362367,77.72698795,0.0,Clear,Night,City,59.68727225,0.0,26-04-2023 12:38,Dry,Motorcycle,13,Serious
ACC00247,52.87582033,58.82614303,0.0,Clear,Morning,Rural,46.00807352,4.0,26-04-2023 15:37,Dry,car,21,Minor
ACC01290,27.70664111,62.11212465,0.0,Rain,Morning,City,45.19497711,0.0,27-04-2023 10:42,Slippery,Two-Wheeler,7,Minor
ACC01148,38.39923676,48.10351537,1.0,Clear,Morning,Highway,45.04536313,1.0,27-04-2023 13:54,Dry,Truck,25,Minor
ACC00814,62.94832165,51.95340753,0.0,Clear,Night,City,52.8850694,2.0,28-04-2023 05:22,Slippery,Car,21,Serious
ACC00652,76.89847544,61.01595145,0.0,Clear,Morning,Rural,63.48718284,2.0,28-04-2023 09:35,Dry,CAR,36,Serious
ACC02389,73.35297617,23.38589737,1.0,Rain,Morning,Highway,57.40961871,3.0,28-04-2023 14:08,Dry,SUV,33,Serious
ACC02910,78.85723825,31.9724864,0.0,Fog,Afternoon,Highway,54.11947659,1.0,28-04-2023 22:28,Wet,Car,27,Serious
ACC01610,56.21469747,33.22214652,1.0,Rain,Afternoon,Rural,69.09409553,0.0,29-04-2023 02:43,Dry,SUV,37,Fatal
ACC00352,82.13034325,43.18184245,0.0,Rain,Morning,Highway,54.1174816,0.0,29-04-2023 04:26,Dry,car,38,Serious
ACC02213,73.23499593,46.4941094,0.0,Clear,Afternoon,Rural,58.16045641,3.0,29-04-2023 04:49,Slippery,Motorcycle,30,Serious
ACC00730,48.32542912,5.0,0.0,Clear,Morning,Rural,18.57564398,3.0,29-04-2023 04:55,Dry,Motorcycle,32,Minor
ACC00613,64.19952939,46.4181343,1.0,Clear,Afternoon,Highway,59.63818708,0.0,29-04-2023 09:06,Dry,Motorcycle,37,Serious
ACC01684,64.86538923,36.0100956,0.0,Clear,Afternoon,City,28.39460546,0.0,29-04-2023 15:38,Dry,Truck,5,Minor
ACC01185,45.15557795,40.42482857,0.0,Fog,Night,City,62.50245565,1.0,29-04-2023 20:59,Dry,Truck,25,Serious
ACC02468,60.56906753,54.98835375,0.0,Rain,Afternoon,City,66.72420631,3.0,01-05-2023 01:08,Dry,truck,30,Fatal
ACC01081,54.77021798,62.6732205,0.0,Clear,Afternoon,City,30.32945834,1.0,02-05-2023 10:51,Wet,Motorcycle,26,Minor
ACC01087,75.45425181,67.19169745,0.0,Clear,Afternoon,Rural,44.74058527,,02-05-2023 14:05,Slippery,Car,10,Minor
ACC00217,48.40762178,16.86753585,0.0,Rain,Afternoon,Rural,39.5686797,0.0,02-05-2023 18:26,Slippery,SUV,18,Minor
ACC01281,62.00311357,91.86395864,0.0,Clear,Afternoon,Highway,63.58691324,4.0,03-05-2023 04:28,Slippery,CAR,2,Serious
ACC01722,56.10679984,60.35989553,1.0,Clear,Afternoon,Highway,67.83674377,4.0,03-05-2023 17:32,Wet,Car,1,Fatal
ACC01566,55.78008664,38.5871914,0.0,Fog,Night,Highway,72.89137516,5.0,04-05-2023 10:40,Dry,Two-Wheeler,10,Fatal
ACC01814,73.45258974,33.92103171,0.0,Clear,Afternoon,Highway,67.17228031,0.0,04-05-2023 10:46,Slippery,Two-Wheeler,5,Fatal
ACC00592,52.8351383,62.08241779,0.0,Fog,Afternoon,City,75.13550449,3.0,04-05-2023 17:20,Slippery,Auto,6,Fatal
ACC00120,71.27899549,83.10814226,0.0,Clear,Night,Rural,62.64169157,4.0,05-05-2023 01:11,Wet,SUV,13,Serious
ACC01723,71.08215721,50.52409506,0.0,Rain,Morning,Rural,52.68560274,3.0,05-05-2023 14:45,Dry,Bus,2,Serious
ACC02276,43.71262307,65.66717421,1.0,Clear,Night,City,63.08902489,4.0,05-05-2023 17:44,Dry,Bus,37,Serious
ACC00854,77.83524797,27.85686366,1.0,Clear,Morning,Rural,64.70897867,3.0,06-05-2023 01:12,Wet,Auto,23,Fatal
ACC01158,93.78653708,40.45178588,1.0,Rain,Morning,City,85.54594304,4.0,06-05-2023 04:34,Dry,Motorcycle,27,Fatal
ACC00847,64.33752966,71.81723341,1.0,Fog,Morning,Highway,85.500041,3.0,06-05-2023 05:29,Dry,Bus,27,Fatal
ACC00165,74.45064194,26.91274664,0.0,Clear,Afternoon,City,49.47714461,5.0,06-05-2023 07:50,Wet,SUV,6,Serious
ACC02418,65.10883825,10.480734,0.0,Clear,Afternoon,Rural,26.1543142,1.0,06-05-2023 11:33,Slippery,Truck,31,Minor
ACC02980,62.99715651,59.72619987,1.0,Clear,Morning,Highway,72.3058865,3.0,06-05-2023 14:32,Dry,Auto,23,Fatal
ACC02543,56.74474424,74.47897506,1.0,Clear,Morning,Rural,68.89958439,1.0,06-05-2023 15:16,Dry,Car,39,Fatal
ACC00313,72.38124523,91.72094099,0.0,Rain,Afternoon,Rural,63.53920718,1.0,06-05-2023 20:56,Dry,Motorcycle,24,Serious
ACC01777,50.82346364,49.51534332,0.0,Clear,Morning,Highway,48.49316392,0.0,07-05-2023 08:05,Dry,SUV,18,Serious
ACC00233,60.6835776,28.58295163,0.0,Rain,Morning,City,37.70740715,5.0,07-05-2023 11:18,Wet,car,23,Minor
ACC01671,56.41601851,63.04612303,0.0,Rain,Morning,Highway,54.23412199,1.0,07-05-2023 20:09,Dry,truck,20,Serious
ACC01983,50.59924163,55.73548225,0.0,Rain,Morning,Rural,56.20950398,2.0,08-05-2023 09:18,Dry,CAR,32,Serious
ACC01864,33.7720204,22.98888071,0.0,Rain,Afternoon,City,37.19696982,1.0,08-05-2023 15:51,Slippery,Two-Wheeler,36,Minor
ACC02685,65.02587044,38.7160764,0.0,Clear,Morning,City,36.00528079,3.0,08-05-2023 16:23,Dry,Motorcycle,7,Minor
ACC00137,48.25120061,69.03099541,0.0,Clear,Morning,Rural,56.82434944,1.0,08-05-2023 22:15,Slippery,Car,39,Serious
ACC02627,81.05054955,56.55622147,0.0,Rain,Afternoon,Highway,66.35038363,3.0,09-05-2023 14:07,Dry,Motorcycle,39,Fatal
ACC01269,48.96705086,27.5751252,0.0,Rain,Night,Highway,48.74867033,3.0,09-05-2023 16:32,Slippery,Auto,6,Serious
ACC00049,65.15427434,58.50979866,0.0,Clear,Afternoon,Highway,46.2908046,,09-05-2023 16:50,Dry,Truck,35,Minor
ACC01349,39.49681952,31.19202167,0.0,Rain,Night,Highway,49.31702185,,09-05-2023 18:08,Slippery,truck,0,Serious
ACC01247,60.51125202,53.28589531,0.0,Clear,Afternoon,City,51.74716557,1.0,09-05-2023 23:12,Dry,car,33,Serious
ACC00414,79.16515233,33.3587739,1.0,Clear,Afternoon,City,65.41113271,4.0,10-05-2023 08:23,Dry,Truck,12,Fatal
ACC01713,27.40995681,58.19272237,0.0,Clear,Night,City,30.82663293,4.0,11-05-2023 00:54,Slippery,Two-Wheeler,21,Minor
ACC01472,50.85325644,75.6763372,0.0,Rain,Night,City,52.00014512,0.0,11-05-2023 03:05,Wet,Bus,35,Serious
ACC00964,70.63505636,65.37679352,0.0,Clear,Afternoon,City,41.52885482,3.0,11-05-2023 14:38,Slippery,CAR,30,Minor
ACC01745,46.08970299,82.08678217,1.0,Clear,Afternoon,Rural,53.78639673,2.0,11-05-2023 16:15,Wet,CAR,4,Serious
ACC01235,47.94488148,18.73931387,0.0,Rain,Night,Highway,56.39466681,4.0,13-05-2023 00:34,Dry,Car,31,Serious
ACC01971,68.90335083,80.57495701,0.0,Clear,Morning,Rural,30.58640751,1.0,13-05-2023 08:54,Slippery,car,34,Minor
ACC00393,40.19650189,48.52054273,0.0,Clear,Morning,City,21.62821749,0.0,13-05-2023 18:01,Slippery,Auto,37,Minor
ACC00722,34.34747411,84.0634522,0.0,Clear,Morning,City,41.06368684,2.0,13-05-2023 18:37,Slippery,car,12,Minor
ACC02641,87.13959525,65.72812424,1.0,Clear,Afternoon,Highway,67.23864188,5.0,14-05-2023 05:11,Wet,Bus,30,Fatal
ACC00200,42.85544553,58.74626374,1.0,Clear,Morning,City,64.32696797,1.0,14-05-2023 18:43,Wet,Car,2,Fatal
ACC01400,50.14658582,68.85577028,0.0,Rain,Night,City,57.61942136,1.0,15-05-2023 04:29,Dry,CAR,11,Serious
ACC02967,65.28757453,67.02248197,1.0,Clear,Morning,City,66.64609385,5.0,15-05-2023 22:16,Wet,Bus,5,Fatal
ACC01194,64.79672901,5.0,0.0,Clear,Night,Rural,47.49712108,3.0,16-05-2023 04:01,Wet,Two-Wheeler,28,Minor
ACC02743,60.65272003,50.40834334,0.0,Fog,Morning,Rural,49.55151693,3.0,16-05-2023 14:28,Dry,Auto,16,Serious
ACC00695,68.89651887,67.44394,0.0,Clear,Afternoon,Rural,47.16120907,4.0,16-05-2023 15:30,Slippery,car,2,Minor
ACC00004,82.84544785,87.75375315,0.0,Rain,Night,Rural,88.68914752,4.0,16-05-2023 20:54,Slippery,Bus,3,Fatal
ACC01328,57.83868666,68.01066155,0.0,Clear,Night,Highway,52.18395852,1.0,17-05-2023 07:24,Dry,car,21,Serious
ACC00795,43.78415189,50.15760369,0.0,Rain,Afternoon,Highway,56.53524795,1.0,17-05-2023 10:01,Slippery,Car,26,Serious
ACC00575,72.44108372,24.59877823,0.0,Rain,Morning,City,71.91455228,4.0,17-05-2023 13:30,Dry,Car,3,Fatal
ACC00486,38.66619436,39.69563212,1.0,Clear,Night,City,59.77676447,5.0,17-05-2023 16:36,Dry,Motorcycle,9,Serious
ACC02233,30.44844273,28.879384,1.0,Rain,Afternoon,City,58.22394066,4.0,18-05-2023 04:30,Dry,Truck,33,Serious
ACC01437,56.26963311,73.46884553,0.0,Rain,Night,Rural,67.78782609,1.0,18-05-2023 21:58,Dry,SUV,37,Fatal
ACC00487,50.30140674,80.60390398,0.0,Clear,Afternoon,Highway,56.73476256,2.0,19-05-2023 00:33,Slippery,Truck,12,Serious
ACC00218,56.4477209,39.51103727,1.0,Clear,Night,Rural,44.68537067,1.0,19-05-2023 03:40,Dry,Two-Wheeler,4,Minor
ACC00955,58.76773232,38.38703395,0.0,Rain,Morning,City,47.9883838,2.0,19-05-2023 16:02,Dry,Two-Wheeler,6,Minor
ACC00382,51.00911032,73.81097189,1.0,Rain,Morning,Highway,78.65257845,2.0,19-05-2023 21:40,Dry,SUV,25,Fatal
ACC01918,50.68728603,42.48732668,0.0,Clear,Afternoon,Rural,43.05964406,1.0,19-05-2023 21:51,Slippery,Bus,1,Minor
ACC02072,78.54196083,45.60661095,0.0,Clear,Afternoon,City,44.56034081,0.0,20-05-2023 02:27,Wet,Truck,15,Minor
ACC01412,,,,,,,,4.0,20-05-2023 12:15,Dry,Bus,37,
ACC00554,63.81631265,100.231131,0.0,Clear,Morning,Highway,75.08915045,3.0,21-05-2023 00:54,Wet,Motorcycle,6,Fatal
ACC00362,82.9910837,16.25311306,1.0,Clear,Afternoon,City,56.05084123,1.0,22-05-2023 02:40,Slippery,CAR,8,Serious
ACC01187,45.2626891,96.98151573,0.0,Clear,Night,Rural,64.22033421,2.0,22-05-2023 03:42,Slippery,Auto,0,Fatal
ACC01163,39.156413,44.62708493,0.0,Clear,Morning,Highway,44.66659405,1.0,22-05-2023 04:19,Slippery,truck,14,Minor
ACC00510,47.53574825,39.32799387,0.0,Clear,Night,Highway,42.98533626,4.0,22-05-2023 06:18,Slippery,car,16,Minor
ACC01613,73.24664666,78.83890012,0.0,Clear,Afternoon,Highway,49.954615,5.0,22-05-2023 08:41,Wet,Motorcycle,15,Serious
ACC02586,50.61484069,35.52070539,1.0,Clear,Morning,Rural,59.37623025,2.0,22-05-2023 17:01,Dry,Two-Wheeler,12,Serious
ACC00141,63.41189902,66.9354155,0.0,Clear,Night,Rural,60.50945196,3.0,22-05-2023 21:16,Slippery,Truck,16,Serious
ACC00533,59.00880302,47.93137551,0.0,Rain,Afternoon,Rural,46.31676375,3.0,22-05-2023 23:36,Slippery,car,30,Minor
ACC02271,65.21514725,75.81516848,0.0,Clear,Night,Highway,67.2261951,3.0,23-05-2023 00:50,Wet,SUV,22,Fatal
ACC00286,30.71868301,80.06839657,0.0,Clear,Afternoon,Highway,39.09674967,5.0,23-05-2023 06:30,Wet,Truck,13,Minor
ACC00356,44.96205953,46.68737179,0.0,Clear,Morning,Rural,35.04344856,0.0,23-05-2023 18:09,Slippery,SUV,18,Minor
ACC00147,41.44573934,35.8474821,0.0,Clear,Afternoon,Rural,21.35627495,2.0,24-05-2023 00:46,Dry,SUV,13,Minor
ACC02535,53.7394978,46.79161236,1.0,Clear,Night,Highway,70.31619908,5.0,24-05-2023 06:40,Dry,truck,39,Fatal
ACC00381,47.40417237,93.30112136,0.0,Rain,Night,City,61.47456504,2.0,24-05-2023 08:08,Slippery,car,22,Serious
ACC00129,61.49477048,51.45361049,1.0,Rain,Morning,Rural,90.50942743,5.0,24-05-2023 13:09,Wet,SUV,21,Fatal
ACC02328,54.19350446,54.35604679,0.0,Rain,Afternoon,Rural,45.99413077,5.0,24-05-2023 13:34,Slippery,Motorcycle,34,Minor
ACC00108,62.61866719,61.44780622,1.0,Clear,Morning,Highway,44.38285706,0.0,24-05-2023 20:18,Slippery,Truck,39,Minor
ACC01996,76.05225357,49.02069938,0.0,Clear,Morning,City,51.49626344,2.0,24-05-2023 23:23,Wet,Auto,22,Serious
ACC00830,55.77323087,59.61816185,0.0,Fog,Afternoon,City,58.92979498,5.0,25-05-2023 15:57,Slippery,Truck,32,Serious
ACC01324,67.29752466,28.46641745,0.0,Clear,Night,Rural,43.53483551,0.0,25-05-2023 16:00,Slippery,Car,39,Minor
ACC01077,36.65127152,42.73766678,0.0,Fog,Night,Rural,75.28495122,1.0,25-05-2023 17:11,Slippery,SUV,33,Fatal
ACC02694,57.98254823,29.05684863,1.0,Clear,Afternoon,Highway,37.73612947,4.0,25-05-2023 20:45,Wet,car,27,Minor
ACC01474,60.22032292,60.88440705,0.0,Rain,Morning,Highway,58.31818127,5.0,25-05-2023 21:14,Dry,Bus,28,Serious
ACC02080,53.24716103,79.56143797,0.0,Clear,Night,Rural,62.35288282,3.0,25-05-2023 23:52,Dry,Truck,16,Serious
ACC00641,54.96322951,40.0613595,1.0,Clear,Afternoon,Highway,45.04126745,0.0,26-05-2023 02:59,Wet,Two-Wheeler,18,Minor
ACC00910,92.44882085,35.26459728,1.0,Clear,Afternoon,Rural,59.49500063,0.0,26-05-2023 03:19,Dry,Two-Wheeler,31,Serious
ACC01238,51.69617637,43.05395422,0.0,Clear,Night,Rural,28.76042705,5.0,26-05-2023 08:00,,Truck,33,Minor
ACC01088,63.58183739,51.59602968,0.0,Clear,Morning,Highway,45.50141768,0.0,27-05-2023 06:49,Dry,CAR,18,Minor
ACC02391,32.30718207,36.0117092,0.0,Clear,Morning,Highway,39.08531856,1.0,27-05-2023 17:03,Slippery,Auto,25,Minor
ACC00896,69.73064831,70.0326365,1.0,Clear,Afternoon,City,48.7123835,0.0,27-05-2023 18:14,Dry,CAR,32,Serious
ACC01579,48.98112635,38.67210818,0.0,Rain,Morning,Rural,52.46080983,4.0,27-05-2023 18:52,Wet,truck,16,Serious
ACC02856,52.30205453,14.03570521,1.0,Rain,Morning,City,70.03704069,4.0,28-05-2023 04:07,Dry,car,16,Fatal
ACC01231,51.63762322,18.58237086,1.0,Clear,Afternoon,Rural,63.30656689,3.0,28-05-2023 08:25,Dry,SUV,12,Serious
ACC00153,,,,,,,,1.0,28-05-2023 11:27,Dry,truck,9,
ACC02885,20.0,20.42445752,0.0,Clear,Night,Highway,32.18037818,4.0,28-05-2023 18:04,Wet,Two-Wheeler,23,Minor
ACC00931,51.6720071,63.43062343,0.0,Clear,Morning,City,53.33082613,5.0,28-05-2023 23:15,Dry,Auto,0,Serious
ACC01371,57.4058091,15.15556615,0.0,Clear,Afternoon,City,29.37962597,2.0,29-05-2023 00:24,Wet,Car,6,Minor
ACC02150,35.35216783,56.51155634,1.0,Rain,Afternoon,Highway,62.2411195,2.0,29-05-2023 05:17,,Motorcycle,30,Serious
ACC02633,62.95938398,53.02806096,0.0,Clear,Morning,Rural,37.50098468,2.0,29-05-2023 06:47,Dry,SUV,9,Minor
ACC01614,58.83244204,39.75251519,0.0,Clear,Afternoon,Rural,55.96616378,5.0,29-05-2023 18:04,Wet,CAR,34,Serious
ACC00168,88.45189474,53.1610698,0.0,Clear,Morning,Rural,60.91987942,0.0,29-05-2023 19:30,Wet,Two-Wheeler,21,Serious
ACC02315,69.98886378,36.86621309,0.0,Clear,Morning,City,47.73083343,5.0,30-05-2023 01:30,Dry,Truck,4,Minor
ACC01988,67.74267431,51.38739605,0.0,Clear,Night,Rural,63.92049077,0.0,30-05-2023 01:52,Slippery,Auto,23,Fatal
ACC00674,54.42838701,66.40316374,1.0,Clear,Night,Highway,73.18932675,2.0,30-05-2023 06:21,Wet,Two-Wheeler,37,Fatal
ACC02688,36.96641815,40.04654953,1.0,Clear,Night,Rural,57.0321405,3.0,30-05-2023 12:36,Dry,CAR,32,Serious
ACC00344,52.39585237,74.60001145,0.0,Rain,Night,Rural,59.6583288,3.0,30-05-2023 23:39,Slippery,CAR,16,Serious
ACC01910,62.14414642,33.52930059,0.0,Fog,Night,Highway,56.22818331,0.0,31-05-2023 01:09,Wet,truck,23,Serious
ACC01548,,,,,,,,2.0,31-05-2023 03:34,Wet,truck,8,
ACC02783,41.95198717,59.14648562,1.0,Clear,Morning,Rural,48.05907276,5.0,31-05-2023 12:48,Slippery,Truck,35,Minor
ACC00213,74.31002645,83.34448223,0.0,Clear,Afternoon,Highway,50.70979218,3.0,31-05-2023 15:42,Slippery,Two-Wheeler,5,Serious
ACC00302,51.5972844,31.24148847,0.0,Clear,Night,Highway,47.16699397,0.0,31-05-2023 17:00,Dry,CAR,36,Minor
ACC02471,76.09467072,80.30889617,0.0,Rain,Night,Highway,85.45064421,5.0,01-06-2023 00:54,Dry,Auto,37,Fatal
ACC00331,59.81629841,68.27543243,0.0,Clear,Morning,Highway,53.47197295,2.0,01-06-2023 01:59,Wet,Motorcycle,39,Serious
ACC02746,55.55088811,57.33492816,1.0,Rain,Night,City,69.38357313,1.0,01-06-2023 04:36,Slippery,Motorcycle,28,Fatal
ACC02316,66.32379916,44.79381917,0.0,Fog,Morning,Rural,61.27773314,2.0,01-06-2023 10:49,Slippery,Truck,30,Serious
ACC00598,45.31854426,70.14266673,0.0,Fog,Afternoon,Rural,57.46323801,2.0,01-06-2023 14:26,Slippery,Motorcycle,5,Serious
ACC02312,86.92817034,74.67448557,0.0,Clear,Night,Highway,73.92647155,5.0,01-06-2023 17:26,Wet,Two-Wheeler,6,Fatal
ACC01644,66.78557694,77.78048726,0.0,Rain,Afternoon,City,68.37473439,5.0,01-06-2023 20:11,Slippery,car,36,Fatal
ACC02220,56.29461449,26.02097204,0.0,Clear,Afternoon,City,12.90528061,4.0,02-06-2023 01:50,Slippery,Two-Wheeler,11,Minor
ACC02963,52.06533438,50.69775894,0.0,Clear,Morning,Rural,39.62314852,4.0,02-06-2023 03:35,Wet,Bus,7,Minor
ACC02045,47.66370101,66.5611763,0.0,Clear,Afternoon,Rural,34.09894586,5.0,02-06-2023 04:12,Dry,car,5,Minor
ACC01107,69.19160858,44.11514989,1.0,Clear,Night,Highway,69.48753275,5.0,02-06-2023 05:10,Dry,Motorcycle,34,Fatal
ACC01990,66.47883817,97.84219271,0.0,Clear,Night,Highway,73.80500158,1.0,02-06-2023 13:23,Wet,Truck,1,Fatal
ACC01832,63.49824197,26.27327146,0.0,Clear,Afternoon,City,34.81982577,1.0,02-06-2023 14:09,Slippery,CAR,33,Minor
ACC01253,30.09396536,54.19068461,0.0,Fog,Night,Rural,70.94904816,2.0,02-06-2023 14:20,Wet,car,17,Fatal
ACC01237,85.16551221,78.70174798,0.0,Fog,Morning,Highway,63.62900245,3.0,03-06-2023 00:27,Dry,Motorcycle,15,Serious
ACC02919,61.47101309,62.91780841,0.0,Rain,Morning,Rural,48.67782237,1.0,03-06-2023 00:37,Dry,CAR,22,Serious
ACC01933,53.02034315,80.68964204,0.0,Clear,Night,Highway,63.62675619,2.0,03-06-2023 09:37,Wet,truck,14,Serious
ACC01542,86.58377395,88.90390149,0.0,Clear,Morning,Highway,54.99836636,0.0,03-06-2023 10:53,Wet,Bus,18,Serious
ACC01190,45.47483318,48.73753974,0.0,Clear,Morning,City,14.91022658,4.0,03-06-2023 12:39,Dry,Motorcycle,10,Minor
ACC02622,71.83585031,14.41202139,0.0,Clear,Morning,Highway,41.85298989,3.0,03-06-2023 14:52,Wet,Truck,28,Minor
ACC00776,36.4466292,59.43084761,1.0,Rain,Morning,Highway,53.57217252,2.0,03-06-2023 16:23,Dry,CAR,14,Serious
ACC02628,70.46854909,69.04956314,0.0,Fog,Night,City,80.14735881,5.0,03-06-2023 17:00,Wet,Two-Wheeler,2,Fatal
ACC00350,56.79829272,47.26009021,1.0,Rain,Night,Highway,80.54729142,0.0,03-06-2023 21:16,Wet,Two-Wheeler,3,Fatal
ACC01026,66.54485505,43.63524945,0.0,Rain,Morning,City,56.26859697,,04-06-2023 03:48,Wet,Bus,28,Serious
ACC01660,77.09817842,33.95439946,0.0,Clear,Morning,City,23.66901506,0.0,04-06-2023 04:15,Dry,Car,28,Minor
ACC01143,57.74916619,57.62619225,0.0,Clear,Night,Highway,52.1031726,2.0,04-06-2023 21:50,Wet,CAR,27,Serious
ACC02717,69.38262025,59.00991448,0.0,Rain,Night,City,69.0235899,1.0,05-06-2023 08:43,Dry,Motorcycle,2,Fatal
ACC02156,50.75457888,49.78265726,1.0,Rain,Night,Highway,84.30573363,4.0,05-06-2023 22:23,Dry,Car,32,Fatal
ACC02672,68.73039851,50.92012773,0.0,Rain,Morning,Rural,41.41874797,0.0,05-06-2023 23:55,Wet,truck,32,Minor
ACC00953,41.22690864,93.68193467,0.0,Clear,Night,City,34.76559099,1.0,07-06-2023 05:59,Wet,Auto,4,Minor
ACC01622,38.42583033,84.52453091,0.0,Clear,Night,City,46.94816582,3.0,07-06-2023 18:01,Dry,SUV,5,Minor
ACC01975,59.71936865,20.55925854,0.0,Rain,Afternoon,Rural,55.30187791,2.0,07-06-2023 22:12,Dry,car,6,Serious
ACC01010,51.97147183,62.66653652,0.0,Clear,Morning,Rural,63.19361694,2.0,08-06-2023 00:29,Slippery,car,27,Serious
ACC00865,50.80816964,42.56284235,0.0,Fog,Morning,Highway,32.67883825,4.0,08-06-2023 05:57,Dry,Car,7,Minor
ACC02145,,,,,,,,0.0,08-06-2023 09:49,Slippery,Motorcycle,38,
ACC00986,42.62452966,8.358025936,1.0,Clear,Night,City,39.98440692,3.0,08-06-2023 12:06,Dry,Auto,14,Minor
ACC02592,53.14047517,44.92096587,0.0,Clear,Night,Rural,39.93235459,5.0,08-06-2023 15:30,Slippery,Truck,4,Minor
ACC02387,56.54398929,77.02031505,0.0,Clear,Morning,Highway,42.64542353,4.0,08-06-2023 16:18,Wet,SUV,8,Minor
ACC02566,53.87848741,63.80147353,0.0,Rain,Afternoon,Highway,56.73829615,5.0,08-06-2023 18:40,Wet,SUV,11,Serious
ACC01319,50.85731697,53.08987331,0.0,Clear,Night,Rural,30.66161345,4.0,09-06-2023 01:16,Dry,truck,5,Minor
ACC01820,45.19230709,44.40985073,1.0,Clear,Morning,Highway,46.58528597,0.0,09-06-2023 12:26,Dry,truck,19,Minor
ACC01099,73.74491512,47.35661289,0.0,Fog,Night,Highway,69.52610727,3.0,09-06-2023 15:03,Wet,Truck,17,Fatal
ACC02378,40.10928471,5.011350916,0.0,Fog,Afternoon,City,28.91717705,0.0,10-06-2023 13:51,Wet,Motorcycle,14,Minor
ACC02666,39.4929329,21.2749227,0.0,Rain,Night,Rural,46.94823704,2.0,10-06-2023 18:52,Wet,Two-Wheeler,33,Minor
