Speed,Traffic_Volume,Driver_Alcohol,Weather,Time_of_Day,Road_Type,Accident_Risk,Road_Condition,Severity
60.31505762,58.32892076,0.0,0,0,0,35.37789109,1,1
36.21025032,30.54470966,1.0,1,2,2,69.85129732,0,0
39.8103048,60.53795847,0.0,0,0,0,26.45312477,1,1
66.40791543,59.58721907,1.0,0,1,1,54.97704429,0,2
57.13644312,39.79678373,0.0,0,0,1,36.9184965,0,1
63.22069775,53.33311635,0.0,0,0,1,46.00283249,0,1
50.32320368,63.8544551,1.0,2,1,0,73.47950842,1,0
51.25862014,45.90246672,0.0,0,1,2,29.55573196,2,1
66.20152355,65.64260003,0.0,2,1,2,80.01655787,2,0
59.49581153,62.52869345,1.0,0,0,1,71.93758632,2,0
70.69497645,32.98929443,0.0,2,1,1,38.83380565,2,1
56.73478195,26.36251749,0.0,2,0,0,49.60249005,0,2
65.63547028,58.98437443,0.0,1,1,1,68.45773322,0,0
43.09848797,26.93015148,0.0,0,1,1,30.30908126,1,1
64.48938871,41.91276015,0.0,0,1,0,39.95134924,1,1
44.76267272,49.88090582,1.0,0,2,2,68.27084741,2,0
51.96997369,60.11470865,0.0,0,0,0,37.77385067,0,1
60.7212742,91.35812676,0.0,0,2,0,62.05649683,2,2
59.05981354,40.44708835,0.0,0,1,1,35.99251108,1,1
76.3312293,72.88586137,0.0,0,1,0,48.68577539,1,2
84.23063534,66.45565562,0.0,0,1,0,53.33040372,2,2
54.98884154,14.52060768,0.0,0,0,1,20.40476038,1,1
60.87034102,57.65307103,0.0,0,2,1,62.51977375,2,2
90.84310695,57.00740433,0.0,2,1,2,100.5996658,0,0
46.8657262,46.33699058,0.0,2,1,0,37.26719889,2,1
65.35523229,25.85956704,0.0,2,0,2,51.20458518,0,2
56.483883,85.36338586,0.0,0,1,0,55.70302336,0,2
59.25804436,37.71353712,0.0,0,2,0,51.73488968,1,2
55.4629547,60.06504129,1.0,2,0,0,74.66761331,1,0
59.31620975,44.40013396,0.0,2,0,1,19.00047157,1,1
57.86430772,52.52355807,0.0,1,2,2,69.33869532,2,0
46.44447209,79.42069382,0.0,0,0,2,41.98485993,2,1
51.35234399,58.08425731,0.0,0,2,2,56.8536904,1,2
50.88267019,40.57368558,0.0,0,1,0,37.47576837,2,1
51.97007721,51.62556844,0.0,0,2,2,34.68137944,1,1
76.76098224,58.63263259,0.0,0,1,0,59.70801767,2,2
43.65550444,65.21012239,0.0,0,2,0,53.36488742,0,2
42.76808947,24.74460449,0.0,0,2,0,37.5716886,0,1
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,1,1
78.35353324,57.82255754,0.0,0,1,0,47.546852,2,1
64.28798086,56.39049342,1.0,2,1,0,65.02260032,2,0
76.79362367,77.72698795,0.0,0,2,0,59.68727225,0,2
52.87582033,58.82614303,0.0,0,1,2,46.00807352,0,1
27.70664111,62.11212465,0.0,2,1,0,45.19497711,1,1
38.39923676,48.10351537,1.0,0,1,1,45.04536313,0,1
62.94832165,51.95340753,0.0,0,2,0,52.8850694,1,2
76.89847544,61.01595145,0.0,0,1,2,63.48718284,0,2
73.35297617,23.38589737,1.0,2,1,1,57.40961871,0,2
78.85723825,31.9724864,0.0,1,0,1,54.11947659,2,2
56.21469747,33.22214652,1.0,2,0,2,69.09409553,0,0
82.13034325,43.18184245,0.0,2,1,1,54.1174816,0,2
73.23499593,46.4941094,0.0,0,0,2,58.16045641,1,2
48.32542912,5.0,0.0,0,1,2,18.57564398,0,1
64.19952939,46.4181343,1.0,0,0,1,59.63818708,0,2
64.86538923,36.0100956,0.0,0,0,0,28.39460546,0,1
45.15557795,40.42482857,0.0,1,2,0,62.50245565,0,2
60.56906753,54.98835375,0.0,2,0,0,66.72420631,0,0
54.77021798,62.6732205,0.0,0,0,0,30.32945834,2,1
75.45425181,67.19169745,0.0,0,0,2,44.74058527,1,1
48.40762178,16.86753585,0.0,2,0,2,39.5686797,1,1
62.00311357,91.86395864,0.0,0,0,1,63.58691324,1,2
56.10679984,60.35989553,1.0,0,0,1,67.83674377,2,0
55.78008664,38.5871914,0.0,1,2,1,72.89137516,0,0
73.45258974,33.92103171,0.0,0,0,1,67.17228031,1,0
52.8351383,62.08241779,0.0,1,0,0,75.13550449,1,0
71.27899549,83.10814226,0.0,0,2,2,62.64169157,2,2
71.08215721,50.52409506,0.0,2,1,2,52.68560274,0,2
43.71262307,65.66717421,1.0,0,2,0,63.08902489,0,2
77.83524797,27.85686366,1.0,0,1,2,64.70897867,2,0
93.78653708,40.45178588,1.0,2,1,0,85.54594304,0,0
64.33752966,71.81723341,1.0,1,1,1,85.500041,0,0
74.45064194,26.91274664,0.0,0,0,0,49.47714461,2,2
65.10883825,10.480734,0.0,0,0,2,26.1543142,1,1
62.99715651,59.72619987,1.0,0,1,1,72.3058865,0,0
56.74474424,74.47897506,1.0,0,1,2,68.89958439,0,0
72.38124523,91.72094099,0.0,2,0,2,63.53920718,0,2
50.82346364,49.51534332,0.0,0,1,1,48.49316392,0,2
60.6835776,28.58295163,0.0,2,1,0,37.70740715,2,1
56.41601851,63.04612303,0.0,2,1,1,54.23412199,0,2
50.59924163,55.73548225,0.0,2,1,2,56.20950398,0,2
33.7720204,22.98888071,0.0,2,0,0,37.19696982,1,1
65.02587044,38.7160764,0.0,0,1,0,36.00528079,0,1
48.25120061,69.03099541,0.0,0,1,2,56.82434944,1,2
81.05054955,56.55622147,0.0,2,0,1,66.35038363,0,0
48.96705086,27.5751252,0.0,2,2,1,48.74867033,1,2
65.15427434,58.50979866,0.0,0,0,1,46.2908046,0,1
39.49681952,31.19202167,0.0,2,2,1,49.31702185,1,2
60.51125202,53.28589531,0.0,0,0,0,51.74716557,0,2
79.16515233,33.3587739,1.0,0,0,0,65.41113271,0,0
27.40995681,58.19272237,0.0,0,2,0,30.82663293,1,1
50.85325644,75.6763372,0.0,2,2,0,52.00014512,2,2
70.63505636,65.37679352,0.0,0,0,0,41.52885482,1,1
46.08970299,82.08678217,1.0,0,0,2,53.78639673,2,2
47.94488148,18.73931387,0.0,2,2,1,56.39466681,0,2
68.90335083,80.57495701,0.0,0,1,2,30.58640751,1,1
40.19650189,48.52054273,0.0,0,1,0,21.62821749,1,1
34.34747411,84.0634522,0.0,0,1,0,41.06368684,1,1
87.13959525,65.72812424,1.0,0,0,1,67.23864188,2,0
42.85544553,58.74626374,1.0,0,1,0,64.32696797,2,0
50.14658582,68.85577028,0.0,2,2,0,57.61942136,0,2
65.28757453,67.02248197,1.0,0,1,0,66.64609385,2,0
64.79672901,5.0,0.0,0,2,2,47.49712108,2,1
60.65272003,50.40834334,0.0,1,1,2,49.55151693,0,2
68.89651887,67.44394,0.0,0,0,2,47.16120907,1,1
82.84544785,87.75375315,0.0,2,2,2,88.68914752,1,0
57.83868666,68.01066155,0.0,0,2,1,52.18395852,0,2
43.78415189,50.15760369,0.0,2,0,1,56.53524795,1,2
72.44108372,24.59877823,0.0,2,1,0,71.91455228,0,0
38.66619436,39.69563212,1.0,0,2,0,59.77676447,0,2
30.44844273,28.879384,1.0,2,0,0,58.22394066,0,2
56.26963311,73.46884553,0.0,2,2,2,67.78782609,0,0
50.30140674,80.60390398,0.0,0,0,1,56.73476256,1,2
56.4477209,39.51103727,1.0,0,2,2,44.68537067,0,1
58.76773232,38.38703395,0.0,2,1,0,47.9883838,0,1
51.00911032,73.81097189,1.0,2,1,1,78.65257845,0,0
50.68728603,42.48732668,0.0,0,0,2,43.05964406,1,1
78.54196083,45.60661095,0.0,0,0,0,44.56034081,2,1
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,0,1
63.81631265,100.231131,0.0,0,1,1,75.08915045,2,0
82.9910837,16.25311306,1.0,0,0,0,56.05084123,1,2
45.2626891,96.98151573,0.0,0,2,2,64.22033421,1,0
39.156413,44.62708493,0.0,0,1,1,44.66659405,1,1
47.53574825,39.32799387,0.0,0,2,1,42.98533626,1,1
73.24664666,78.83890012,0.0,0,0,1,49.954615,2,2
50.61484069,35.52070539,1.0,0,1,2,59.37623025,0,2
63.41189902,66.9354155,0.0,0,2,2,60.50945196,1,2
59.00880302,47.93137551,0.0,2,0,2,46.31676375,1,1
65.21514725,75.81516848,0.0,0,2,1,67.2261951,2,0
30.71868301,80.06839657,0.0,0,0,1,39.09674967,2,1
44.96205953,46.68737179,0.0,0,1,2,35.04344856,1,1
41.44573934,35.8474821,0.0,0,0,2,21.35627495,0,1
53.7394978,46.79161236,1.0,0,2,1,70.31619908,0,0
47.40417237,93.30112136,0.0,2,2,0,61.47456504,1,2
61.49477048,51.45361049,1.0,2,1,2,90.50942743,2,0
54.19350446,54.35604679,0.0,2,0,2,45.99413077,1,1
62.61866719,61.44780622,1.0,0,1,1,44.38285706,1,1
76.05225357,49.02069938,0.0,0,1,0,51.49626344,2,2
55.77323087,59.61816185,0.0,1,0,0,58.92979498,1,2
67.29752466,28.46641745,0.0,0,2,2,43.53483551,1,1
36.65127152,42.73766678,0.0,1,2,2,75.28495122,1,0
57.98254823,29.05684863,1.0,0,0,1,37.73612947,2,1
60.22032292,60.88440705,0.0,2,1,1,58.31818127,0,2
53.24716103,79.56143797,0.0,0,2,2,62.35288282,0,2
54.96322951,40.0613595,1.0,0,0,1,45.04126745,2,1
92.44882085,35.26459728,1.0,0,0,2,59.49500063,0,2
51.69617637,43.05395422,0.0,0,2,2,28.76042705,0,1
63.58183739,51.59602968,0.0,0,1,1,45.50141768,0,1
32.30718207,36.0117092,0.0,0,1,1,39.08531856,1,1
69.73064831,70.0326365,1.0,0,0,0,48.7123835,0,2
48.98112635,38.67210818,0.0,2,1,2,52.46080983,2,2
52.30205453,14.03570521,1.0,2,1,0,70.03704069,0,0
51.63762322,18.58237086,1.0,0,0,2,63.30656689,0,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,0,1
20.0,20.42445752,0.0,0,2,1,32.18037818,2,1
51.6720071,63.43062343,0.0,0,1,0,53.33082613,0,2
57.4058091,15.15556615,0.0,0,0,0,29.37962597,2,1
35.35216783,56.51155634,1.0,2,0,1,62.2411195,0,2
62.95938398,53.02806096,0.0,0,1,2,37.50098468,0,1
58.83244204,39.75251519,0.0,0,0,2,55.96616378,2,2
88.45189474,53.1610698,0.0,0,1,2,60.91987942,2,2
69.98886378,36.86621309,0.0,0,1,0,47.73083343,0,1
67.74267431,51.38739605,0.0,0,2,2,63.92049077,1,0
54.42838701,66.40316374,1.0,0,2,1,73.18932675,2,0
36.96641815,40.04654953,1.0,0,2,2,57.0321405,0,2
52.39585237,74.60001145,0.0,2,2,2,59.6583288,1,2
62.14414642,33.52930059,0.0,1,2,1,56.22818331,2,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,2,1
41.95198717,59.14648562,1.0,0,1,2,48.05907276,1,1
74.31002645,83.34448223,0.0,0,0,1,50.70979218,1,2
51.5972844,31.24148847,0.0,0,2,1,47.16699397,0,1
76.09467072,80.30889617,0.0,2,2,1,85.45064421,0,0
59.81629841,68.27543243,0.0,0,1,1,53.47197295,2,2
55.55088811,57.33492816,1.0,2,2,0,69.38357313,1,0
66.32379916,44.79381917,0.0,1,1,2,61.27773314,1,2
45.31854426,70.14266673,0.0,1,0,2,57.46323801,1,2
86.92817034,74.67448557,0.0,0,2,1,73.92647155,2,0
66.78557694,77.78048726,0.0,2,0,0,68.37473439,1,0
56.29461449,26.02097204,0.0,0,0,0,12.90528061,1,1
52.06533438,50.69775894,0.0,0,1,2,39.62314852,2,1
47.66370101,66.5611763,0.0,0,0,2,34.09894586,0,1
69.19160858,44.11514989,1.0,0,2,1,69.48753275,0,0
66.47883817,97.84219271,0.0,0,2,1,73.80500158,2,0
63.49824197,26.27327146,0.0,0,0,0,34.81982577,1,1
30.09396536,54.19068461,0.0,1,2,2,70.94904816,2,0
85.16551221,78.70174798,0.0,1,1,1,63.62900245,0,2
61.47101309,62.91780841,0.0,2,1,2,48.67782237,0,2
53.02034315,80.68964204,0.0,0,2,1,63.62675619,2,2
86.58377395,88.90390149,0.0,0,1,1,54.99836636,2,2
45.47483318,48.73753974,0.0,0,1,0,14.91022658,0,1
71.83585031,14.41202139,0.0,0,1,1,41.85298989,2,1
36.4466292,59.43084761,1.0,2,1,1,53.57217252,0,2
70.46854909,69.04956314,0.0,1,2,0,80.14735881,2,0
56.79829272,47.26009021,1.0,2,2,1,80.54729142,2,0
66.54485505,43.63524945,0.0,2,1,0,56.26859697,2,2
77.09817842,33.95439946,0.0,0,1,0,23.66901506,0,1
57.74916619,57.62619225,0.0,0,2,1,52.1031726,2,2
69.38262025,59.00991448,0.0,2,2,0,69.0235899,0,0
50.75457888,49.78265726,1.0,2,2,1,84.30573363,0,0
68.73039851,50.92012773,0.0,2,1,2,41.41874797,2,1
41.22690864,93.68193467,0.0,0,2,0,34.76559099,2,1
38.42583033,84.52453091,0.0,0,2,0,46.94816582,0,1
59.71936865,20.55925854,0.0,2,0,2,55.30187791,0,2
51.97147183,62.66653652,0.0,0,1,2,63.19361694,1,2
50.80816964,42.56284235,0.0,1,1,1,32.67883825,0,1
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,1,1
42.62452966,8.358025936,1.0,0,2,0,39.98440692,0,1
53.14047517,44.92096587,0.0,0,2,2,39.93235459,1,1
56.54398929,77.02031505,0.0,0,1,1,42.64542353,2,1
53.87848741,63.80147353,0.0,2,0,1,56.73829615,2,2
50.85731697,53.08987331,0.0,0,2,2,30.66161345,0,1
45.19230709,44.40985073,1.0,0,1,1,46.58528597,0,1
73.74491512,47.35661289,0.0,1,2,1,69.52610727,2,0
40.10928471,5.011350916,0.0,1,0,0,28.91717705,2,1
39.4929329,21.2749227,0.0,2,2,2,46.94823704,2,1
47.76284573,62.16492383,0.0,0,2,2,49.3229499,2,2
66.3624892,48.23817512,1.0,0,0,0,50.53671307,2,2
56.30906268,30.11142956,0.0,0,1,2,51.4088071,1,2
49.47012468,59.88127838,0.0,0,1,0,64.62049832,1,0
71.86547921,40.32877032,1.0,0,0,0,79.35251097,1,0
46.13650284,19.74942069,1.0,1,2,0,76.23606613,1,0
57.07637579,44.11088485,0.0,0,2,0,41.19064434,0,1
47.95231574,57.20328368,1.0,2,0,0,51.95118167,1,2
53.56046663,28.09458962,1.0,2,2,1,81.75568298,2,0
28.9883685,52.81965399,0.0,0,1,1,32.14867024,1,1
41.85538472,70.70886833,0.0,1,1,0,64.72198686,0,0
68.20100352,50.71132148,0.0,2,2,2,72.93588434,2,0
40.07720927,30.74534869,0.0,2,1,1,44.85528583,1,1
53.51162718,52.46156403,0.0,0,2,1,47.37140249,1,1
56.00021506,54.27617588,0.0,1,2,1,62.9921257,1,2
54.97293328,61.5869352,1.0,0,2,2,76.44617777,2,0
54.00545722,61.06777966,0.0,0,1,2,41.49108892,0,1
65.98704172,7.348087477,0.0,0,0,1,35.51967544,0,1
67.70678926,66.60383624,0.0,0,2,1,45.39582263,2,1
54.98248146,65.4384031,0.0,2,2,1,56.40722863,2,2
71.20940408,54.33249951,1.0,0,0,0,61.9117031,1,2
62.28532308,33.74352819,0.0,0,2,2,57.49465332,0,2
66.12979217,44.50309399,0.0,2,2,0,62.34845698,1,2
47.42121302,36.85730075,0.0,0,1,2,25.27775217,0,1
69.15878618,26.55532493,0.0,0,2,1,30.13033662,2,1
50.63481915,58.3751992,0.0,0,2,1,41.36252403,0,1
50.9402222,49.28348843,0.0,0,0,0,42.10892166,0,1
49.04450052,41.64180908,0.0,2,0,1,53.08520063,2,2
59.70870591,29.0775783,0.0,2,0,1,46.08193551,0,1
67.14536654,64.62001254,0.0,0,0,2,53.28661638,0,2
53.31746218,36.59769599,0.0,1,1,0,62.42109081,1,2
46.23745768,67.52347863,0.0,2,2,0,77.83767367,2,0
65.54463288,42.53463508,0.0,1,0,2,60.31692867,0,2
82.39032853,39.24708484,1.0,2,0,1,63.93967595,0,0
63.86325586,59.01206826,0.0,0,0,2,29.10640865,1,1
69.57888688,79.94863366,0.0,2,0,1,81.9395681,2,0
80.50311401,28.78789867,0.0,0,2,2,61.7129144,0,2
60.39136575,53.36119612,0.0,0,1,2,55.57331354,2,2
86.62966339,100.9801942,0.0,0,1,0,62.5688023,0,2
60.87313078,42.55361894,0.0,0,2,0,50.99147171,1,2
73.06687055,6.2015659,1.0,2,0,2,65.23810783,1,0
69.28731392,44.44911487,1.0,0,2,0,76.14958142,2,0
44.77864904,63.97377627,0.0,2,2,2,69.45204353,1,0
64.00575399,42.34365621,0.0,2,2,0,63.50462227,0,2
72.53538168,56.61702609,0.0,2,2,0,60.27458023,1,2
47.30465018,39.21389971,0.0,1,0,0,36.42248613,2,1
75.85683339,43.27490523,0.0,1,0,2,46.37433241,2,1
97.39499276,41.3938136,1.0,0,0,2,90.50799254,2,0
63.89583753,13.36635506,0.0,0,1,0,44.50515105,0,1
65.65650591,35.20457672,0.0,2,2,2,66.13333103,0,0
38.62877721,73.07801469,0.0,2,0,2,46.6182541,0,1
64.44863318,35.19019787,1.0,1,2,1,69.16263796,0,0
83.13164929,67.1340496,0.0,1,1,2,77.38880789,0,0
44.80753319,19.61307849,0.0,1,1,0,35.0671615,1,1
69.99468751,34.48250354,1.0,0,1,1,74.08863417,0,0
73.77474909,33.0728056,1.0,2,0,1,61.27841186,0,2
57.73090075,72.38489835,0.0,0,0,1,42.04304112,1,1
70.19396623,49.21960961,0.0,2,1,0,51.37184216,0,2
71.40083946,30.43000908,1.0,1,0,2,68.77899274,2,0
61.56301656,40.31652098,0.0,0,2,2,48.05108798,0,1
90.86243205,75.82547678,0.0,0,0,1,75.73514376,0,0
99.48573097,10.62153715,0.0,0,0,0,50.22507222,2,2
49.83382544,75.45140326,0.0,0,0,2,55.82435693,2,2
78.95560016,83.06619274,0.0,0,1,0,74.89663205,2,0
55.38057706,43.39819617,0.0,0,2,2,58.41106166,2,2
36.105094,5.0,0.0,0,1,2,21.2088981,0,1
107.066228,71.2017948,0.0,2,1,2,82.40563669,2,0
77.60210786,54.46306109,0.0,0,2,1,56.09129331,2,2
37.82120631,33.69248743,0.0,0,1,2,25.64901214,1,1
64.96895147,25.95700948,0.0,0,1,0,34.00949208,2,1
46.35474875,30.39875396,0.0,0,2,1,39.16236158,2,1
20.0,65.3248595,0.0,0,2,2,38.1246426,1,1
59.60391365,62.64908433,0.0,0,2,2,48.434578,1,2
62.56298157,37.55930389,1.0,2,0,0,54.00052132,0,2
62.69841227,55.56697269,0.0,0,1,1,55.37510268,1,2
46.95505378,54.96650285,0.0,0,1,0,29.13657676,0,1
69.6408414,35.36736522,0.0,0,0,2,53.6849796,1,2
52.47364435,56.19997966,0.0,0,1,0,47.56769536,1,1
47.22890349,19.94258783,1.0,0,1,0,32.36408992,0,1
88.14256259,51.56286126,0.0,0,2,0,65.44065925,1,0
83.97970756,27.59905155,0.0,1,2,2,67.1881455,0,0
74.06355206,47.16940725,1.0,0,2,2,70.23203425,1,0
31.93812118,54.48679314,0.0,2,2,0,70.29451636,2,0
54.70250561,62.46814277,0.0,0,0,0,31.51126156,1,1
45.67316131,60.46446371,0.0,0,0,1,48.35607914,0,2
76.00012034,34.00118987,0.0,0,1,0,46.8830795,1,1
92.847044,60.11931107,0.0,0,0,2,58.83951753,0,2
53.57827259,9.850862785,0.0,0,2,0,36.38413441,0,1
62.66551501,46.99359079,0.0,1,2,2,63.810037,2,0
66.86529879,19.99046902,0.0,0,0,1,25.99241949,2,1
96.05123378,45.14602504,1.0,0,2,1,83.31519909,0,0
71.51152094,19.05392022,0.0,0,0,1,38.19223447,1,1
28.49960239,41.48488791,0.0,0,2,1,30.78759511,0,1
86.4818136,54.57992785,0.0,2,2,2,78.30652786,0,0
64.20241738,40.5164365,0.0,0,0,2,41.15820756,1,1
42.13044754,76.57281656,0.0,0,0,0,53.59896349,1,2
59.63468112,12.96314537,0.0,1,2,2,59.03944183,1,2
35.77302276,26.46075774,0.0,0,2,2,31.30179887,1,1
79.43807673,28.01910497,0.0,0,2,2,41.1672372,0,1
57.4105905,68.64869742,0.0,0,1,1,50.88368165,0,2
52.81743816,44.5039539,0.0,0,2,0,46.17665709,2,1
23.6363961,32.07334683,0.0,0,0,1,5.076367631,0,1
55.37275817,46.04759064,0.0,0,1,0,21.0202511,1,1
56.11718399,52.51802777,0.0,0,2,1,50.6870161,2,2
64.4547701,32.06715545,1.0,2,0,2,62.19341999,1,2
45.33667133,58.48787876,0.0,2,1,0,41.97029545,0,1
50.12825266,56.83320464,0.0,0,1,0,60.34565566,2,2
51.76912638,63.71179493,0.0,2,2,1,62.38264847,1,2
59.58727642,29.1961256,0.0,0,1,0,37.2192646,2,1
57.61432184,38.17443981,0.0,0,1,1,40.26992579,2,1
50.37769636,33.07131397,0.0,0,0,0,40.19082157,0,1
48.05961215,11.01256489,0.0,0,2,1,37.58046239,1,1
62.30587659,12.33699584,0.0,0,1,0,24.34653076,2,1
67.36462427,43.18802586,0.0,0,1,0,40.76608166,2,1
52.03504567,21.33696371,0.0,0,1,1,30.30430543,1,1
43.94872851,68.26947464,0.0,2,1,0,50.40520704,2,2
58.67576927,37.7828472,0.0,0,0,2,18.30870993,2,1
42.73478875,54.04560815,0.0,2,0,1,30.98852836,2,1
61.29884681,39.37090897,0.0,2,0,1,46.80475413,1,1
63.35871201,5.0,0.0,2,1,0,34.55712909,1,1
54.85928225,82.98961789,0.0,0,0,2,52.01783878,1,2
81.78701302,35.7283066,0.0,2,1,1,66.67391531,1,0
47.87601418,31.63575667,0.0,0,2,0,42.29322612,0,1
47.29557978,54.87060408,0.0,2,2,1,62.01240439,2,2
43.41442997,111.5372074,0.0,0,1,2,54.36242982,1,2
57.66152733,25.15506933,1.0,0,2,1,54.93602916,2,2
57.0399237,31.21073516,0.0,0,0,0,38.67584274,2,1
68.3671546,57.66870063,0.0,0,1,2,42.02902106,0,1
31.80113422,58.13244068,1.0,0,2,0,51.46431481,1,2
59.78321594,62.71935501,0.0,0,2,2,45.01753757,1,1
78.70337573,47.8195316,1.0,0,2,0,72.29822723,2,0
69.10084589,47.4193177,0.0,2,1,2,71.27128239,1,0
82.84686116,60.22999151,0.0,2,1,1,53.76592976,2,2
71.6195108,78.72670811,0.0,2,0,2,71.48231537,2,0
60.74660531,33.9694482,0.0,0,2,1,40.53855949,0,1
81.98473153,74.00523499,1.0,0,0,0,68.43844702,0,0
48.69395753,41.68066144,1.0,2,1,0,54.9242701,0,2
68.88790424,26.11621198,1.0,0,1,1,44.17021107,2,1
72.23605819,5.390639618,0.0,0,0,1,38.17375447,1,1
56.26445941,24.30831469,0.0,2,2,2,60.20849121,0,2
74.94400229,41.08112572,0.0,0,0,0,48.60186891,1,2
76.44703851,73.35019646,0.0,0,2,0,61.86866677,0,2
68.37209272,20.68652285,0.0,0,1,0,49.70098426,0,2
67.33780695,21.09589471,0.0,2,1,0,46.49461245,2,1
20.0,95.54172996,0.0,0,2,1,51.22985624,0,2
64.96320348,71.50686804,0.0,2,2,2,68.95946649,0,0
56.24930228,68.97626193,1.0,0,2,1,74.42763255,2,0
75.70647454,36.22228915,0.0,0,0,0,44.257694,1,1
62.97127141,53.20979248,0.0,2,1,2,57.06062882,0,2
73.98886248,18.10488084,0.0,2,1,1,38.7329367,2,1
66.82111368,48.40183095,0.0,0,1,1,31.66219612,0,1
41.99555389,46.54396525,0.0,2,0,1,43.58708619,2,1
44.93918105,86.37797064,0.0,0,1,0,50.6995933,1,2
81.1402116,55.38589505,0.0,0,1,2,48.53443693,1,2
68.08365066,88.7030808,0.0,0,2,2,62.96878644,2,2
60.31190562,58.43560149,0.0,2,0,2,54.63993472,2,2
63.65009174,24.41938528,0.0,2,2,1,58.17608838,2,2
59.21393324,38.06210431,0.0,0,1,0,27.99351922,1,1
46.35918818,37.75666166,0.0,2,0,1,32.00348814,0,1
52.50404736,83.44531808,0.0,0,2,0,83.67021305,0,0
51.50553406,76.3660465,0.0,0,0,2,55.55942045,2,2
44.63418538,73.45513691,0.0,2,2,1,72.77351605,2,0
47.87259596,46.28308496,0.0,1,2,2,49.24998538,1,2
91.12891309,30.30013748,1.0,0,1,2,64.50145991,2,0
67.09856437,26.06422707,0.0,0,0,1,51.38832401,1,2
46.66138758,52.05834781,0.0,0,1,0,47.52979145,2,1
59.29619132,61.44012557,0.0,0,2,0,56.49003418,0,2
60.09633405,25.61431067,0.0,2,2,2,66.26561925,0,0
44.63719764,56.96683478,0.0,0,1,1,53.38306062,2,2
69.49397727,46.09219298,0.0,2,2,0,66.85584177,1,0
60.276509,59.93747181,0.0,0,0,2,46.89020042,0,1
87.3901457,34.47001719,1.0,0,0,2,67.38617,1,0
66.10578431,5.591579821,0.0,2,0,1,30.63037705,2,1
81.60175823,57.26231255,0.0,0,2,0,54.44588348,1,2
51.43231515,82.86756312,0.0,0,2,2,51.90928802,0,2
57.05300125,17.5323494,0.0,1,2,2,52.03792208,1,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,1,1
66.94809438,40.24733158,1.0,0,0,1,67.5776896,0,0
53.94527305,5.0,0.0,1,0,1,50.16883165,2,2
70.88649936,44.31689804,0.0,0,2,0,51.4949398,2,2
47.44106353,30.11289869,0.0,2,1,2,58.1189991,0,2
43.11766429,57.91639562,0.0,0,2,1,57.89218699,0,2
57.67111427,26.59438587,1.0,2,1,0,64.8070681,2,0
53.89445531,53.59828739,1.0,1,0,0,64.65272783,2,0
75.09439214,49.01941318,0.0,0,1,0,66.16370075,0,0
56.11642539,40.34180321,1.0,0,0,1,69.35673115,0,0
31.85170941,46.23595122,0.0,0,2,0,18.34178148,0,1
36.52795843,76.90295241,0.0,1,0,0,43.32733162,0,1
64.62075809,61.74524827,0.0,2,0,1,76.66208462,2,0
44.74975307,51.36743132,0.0,0,1,0,47.12558082,0,1
74.24331203,36.92203223,0.0,0,1,0,45.41119962,2,1
72.75332613,43.88761778,0.0,2,2,2,46.25725396,1,1
38.96092092,32.8629627,0.0,0,0,1,18.53681767,1,1
67.76488531,30.09703036,1.0,0,0,1,63.21862379,0,2
33.6189077,72.02645915,1.0,0,0,0,54.87647995,1,2
63.2614931,34.4525703,0.0,0,1,0,33.42875372,0,1
74.9528816,53.86758904,0.0,2,2,2,56.93722665,1,2
74.94855766,23.58243289,0.0,2,0,0,53.28887055,0,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,0,1
57.83221994,40.93171783,0.0,2,2,2,33.43476319,0,1
78.41503489,54.67696052,1.0,2,2,0,91.02144079,2,0
86.08277028,54.37927832,0.0,1,0,2,55.98247825,1,2
52.10947736,38.77324007,0.0,2,0,2,46.19219586,0,1
45.75901667,36.15499341,0.0,2,2,2,60.61972084,0,2
50.21064031,51.73395399,0.0,0,1,1,44.90243722,0,1
65.11727962,65.52055828,0.0,0,0,2,56.62667504,1,2
70.40218368,10.02222186,0.0,1,2,2,50.3878397,2,2
75.48697891,71.1623665,0.0,0,1,0,65.5073756,0,0
50.43390024,47.00118562,0.0,0,2,0,57.5460131,0,2
50.07026733,41.42690946,0.0,0,1,1,35.90607554,1,1
50.34675252,57.72765308,0.0,0,1,1,32.02327965,2,1
61.8004699,44.80399718,1.0,0,0,2,54.86857398,1,2
52.96236522,22.28024115,1.0,0,2,0,59.20719977,0,2
64.64731065,66.89548752,0.0,0,0,1,44.99577235,2,1
82.16295122,48.60935428,1.0,2,2,2,99.92117699,2,0
80.40987894,46.28151038,0.0,0,1,2,54.2238001,0,2
60.52248674589807,49.3578918911513,0.0,0,2,0,53.014015269036996,2,1
51.84862843,56.24756421,0.0,0,1,0,46.86935985,0,1
36.35411765,106.2930889,0.0,2,0,2,59.55300777,1,2
56.83304642,62.55212595,0.0,0,1,0,41.50594727,0,1
64.40336898,66.17838539,0.0,0,1,1,33.93729217,0,1
